Tiempo (s) Serie Nº 1;Voltaje, Ch A (V) Serie Nº 1;Voltaje, Ch B (V) Serie Nº 1;Voltaje, Ch C (V) Serie Nº 1;Volum (cm³) Serie Nº 1;Pressió (kPa) Serie Nº 1;Temperatura (K) Serie Nº 1
2,375;1,040;0,952;0,220;80,16;104,00;299,53
2,380;1,045;0,947;0,220;80,16;104,49;299,21
2,385;1,040;0,952;0,225;80,31;104,00;299,53
2,390;1,040;0,952;0,225;80,31;104,00;299,53
2,395;1,045;0,947;0,225;80,31;104,49;299,21
2,400;1,040;0,952;0,220;80,16;104,00;299,53
2,405;1,045;0,952;0,220;80,16;104,49;299,53
2,410;1,040;0,947;0,220;80,16;104,00;299,21
2,415;1,045;0,947;0,220;80,16;104,49;299,21
2,420;1,040;0,952;0,220;80,16;104,00;299,53
2,425;1,035;0,947;0,220;80,16;103,52;299,21
2,430;1,040;0,952;0,220;80,16;104,00;299,53
2,435;1,045;0,952;0,225;80,31;104,49;299,53
2,440;1,040;0,947;0,225;80,31;104,00;299,21
2,445;1,045;0,947;0,225;80,31;104,49;299,21
2,450;1,045;0,937;0,220;80,16;104,49;298,58
2,455;1,040;0,947;0,225;80,31;104,00;299,21
2,460;1,045;0,952;0,220;80,16;104,49;299,53
2,465;1,035;0,957;0,220;80,16;103,52;299,85
2,470;1,045;0,947;0,220;80,16;104,49;299,21
2,475;1,040;0,957;0,220;80,16;104,00;299,85
2,480;1,045;0,947;0,220;80,16;104,49;299,21
2,485;1,040;0,952;0,220;80,16;104,00;299,53
2,490;1,045;0,947;0,220;80,16;104,49;299,21
2,495;1,045;0,947;0,229;80,46;104,49;299,21
2,500;1,040;0,952;0,220;80,16;104,00;299,53
2,505;1,040;0,947;0,234;80,61;104,00;299,21
2,510;1,040;0,952;0,220;80,16;104,00;299,53
2,515;1,045;0,947;0,225;80,31;104,49;299,21
2,520;1,040;0,952;0,225;80,31;104,00;299,53
2,525;1,040;0,947;0,220;80,16;104,00;299,21
2,530;1,040;0,952;0,234;80,61;104,00;299,53
2,535;1,045;0,947;0,220;80,16;104,49;299,21
2,540;1,040;0,952;0,215;80,00;104,00;299,53
2,545;1,040;0,947;0,220;80,16;104,00;299,21
2,550;1,045;0,952;0,220;80,16;104,49;299,53
2,555;1,040;0,952;0,225;80,31;104,00;299,53
2,560;1,040;0,947;0,220;80,16;104,00;299,21
2,565;1,040;0,947;0,225;80,31;104,00;299,21
2,570;1,040;0,947;0,220;80,16;104,00;299,21
2,575;1,045;0,947;0,225;80,31;104,49;299,21
2,580;1,045;0,947;0,220;80,16;104,49;299,21
2,585;1,040;0,952;0,220;80,16;104,00;299,53
2,590;1,045;0,947;0,220;80,16;104,49;299,21
2,595;1,040;0,947;0,220;80,16;104,00;299,21
2,600;1,040;0,947;0,225;80,31;104,00;299,21
2,605;1,045;0,952;0,220;80,16;104,49;299,53
2,610;1,040;0,947;0,225;80,31;104,00;299,21
2,615;1,045;0,947;0,220;80,16;104,49;299,21
2,620;1,045;0,947;0,225;80,31;104,49;299,21
2,625;1,045;0,947;0,220;80,16;104,49;299,21
2,630;1,040;0,952;0,220;80,16;104,00;299,53
2,635;1,045;0,947;0,220;80,16;104,49;299,21
2,640;1,040;0,947;0,220;80,16;104,00;299,21
2,645;1,040;0,952;0,220;80,16;104,00;299,53
2,650;1,040;0,947;0,220;80,16;104,00;299,21
2,655;1,040;0,952;0,220;80,16;104,00;299,53
2,660;1,045;0,947;0,220;80,16;104,49;299,21
2,665;1,040;0,947;0,225;80,31;104,00;299,21
2,670;1,040;0,947;0,229;80,46;104,00;299,21
2,675;1,035;0,952;0,244;80,92;103,52;299,53
2,680;1,025;0,947;0,283;82,14;102,54;299,21
2,685;1,011;0,947;0,312;83,05;101,07;299,21
2,690;0,996;0,947;0,371;84,88;99,61;299,21
2,695;0,972;0,942;0,444;87,16;97,17;298,90
2,700;0,937;0,937;0,547;90,36;93,75;298,58
2,705;0,913;0,933;0,654;93,71;91,31;298,26
2,710;0,874;0,928;0,786;97,83;87,40;297,94
2,715;0,845;0,918;0,933;102,40;84,47;297,31
2,720;0,811;0,908;1,094;107,43;81,05;296,67
2,725;0,781;0,898;1,255;112,45;78,12;296,03
2,730;0,742;0,889;1,436;118,09;74,22;295,40
2,735;0,713;0,879;1,611;123,57;71,29;294,76
2,740;0,684;0,869;1,807;129,67;68,36;294,12
2,745;0,649;0,854;2,002;135,76;64,94;293,17
2,750;0,630;0,840;2,197;141,85;62,99;292,22
2,755;0,601;0,830;2,397;148,10;60,06;291,58
2,760;0,586;0,820;2,593;154,19;58,59;290,94
2,765;0,562;0,806;2,788;160,29;56,15;289,99
2,770;0,547;0,791;2,974;166,08;54,69;289,03
2,775;0,527;0,791;3,159;171,87;52,73;289,03
2,780;0,513;0,771;3,340;177,50;51,27;287,76
2,785;0,498;0,762;3,516;182,99;49,80;287,13
2,790;0,483;0,752;3,687;188,32;48,34;286,49
2,795;0,474;0,742;3,848;193,35;47,36;285,85
2,800;0,459;0,732;4,014;198,53;45,90;285,22
2,805;0,454;0,723;4,170;203,40;45,41;284,58
2,810;0,444;0,713;4,321;208,12;44,43;283,94
2,815;0,439;0,703;4,458;212,39;43,95;283,31
2,820;0,430;0,703;4,526;214,52;42,97;283,31
2,825;0,435;0,693;4,512;214,07;43,46;282,67
2,830;0,435;0,684;4,521;214,37;43,46;282,04
2,835;0,430;0,684;4,517;214,22;42,97;282,04
2,840;0,430;0,674;4,521;214,37;42,97;281,40
2,845;0,430;0,674;4,517;214,22;42,97;281,40
2,850;0,430;0,669;4,517;214,22;42,97;281,08
2,855;0,430;0,664;4,517;214,22;42,97;280,76
2,860;0,430;0,664;4,517;214,22;42,97;280,76
2,865;0,430;0,664;4,517;214,22;42,97;280,76
2,870;0,430;0,659;4,517;214,22;42,97;280,45
2,875;0,430;0,664;4,517;214,22;42,97;280,76
2,880;0,430;0,654;4,517;214,22;42,97;280,13
2,885;0,430;0,654;4,517;214,22;42,97;280,13
2,890;0,435;0,654;4,517;214,22;43,46;280,13
2,895;0,430;0,654;4,536;214,83;42,97;280,13
2,900;0,430;0,654;4,507;213,91;42,97;280,13
2,905;0,430;0,654;4,512;214,07;42,97;280,13
2,910;0,430;0,654;4,507;213,91;42,97;280,13
2,915;0,430;0,654;4,502;213,76;42,97;280,13
2,920;0,430;0,654;4,502;213,76;42,97;280,13
2,925;0,430;0,654;4,497;213,61;42,97;280,13
2,930;0,430;0,654;4,482;213,15;42,97;280,13
2,935;0,435;0,649;4,458;212,39;43,46;279,81
2,940;0,435;0,654;4,424;211,32;43,46;280,13
2,945;0,439;0,654;4,375;209,80;43,95;280,13
2,950;0,439;0,654;4,316;207,97;43,95;280,13
2,955;0,444;0,654;4,243;205,69;44,43;280,13
2,960;0,449;0,664;4,155;202,94;44,92;280,76
2,965;0,459;0,664;4,062;200,05;45,90;280,76
2,970;0,469;0,664;3,950;196,55;46,88;280,76
2,975;0,469;0,669;3,838;193,04;46,88;281,08
2,980;0,483;0,674;3,711;189,08;48,34;281,40
2,985;0,483;0,679;3,579;184,97;48,34;281,72
2,990;0,503;0,684;3,438;180,55;50,29;282,04
2,995;0,513;0,693;3,301;176,28;51,27;282,67
3,000;0,527;0,698;3,154;171,71;52,73;282,99
3,005;0,532;0,703;3,008;167,14;53,22;283,31
3,010;0,547;0,713;2,856;162,42;54,69;283,94
3,015;0,566;0,718;2,705;157,70;56,64;284,26
3,020;0,591;0,723;2,563;153,28;59,08;284,58
3,025;0,601;0,737;2,422;148,86;60,06;285,54
3,030;0,615;0,742;2,280;144,44;61,52;285,85
3,035;0,635;0,752;2,144;140,18;63,48;286,49
3,040;0,645;0,762;2,017;136,22;64,45;287,13
3,045;0,669;0,771;1,885;132,10;66,89;287,76
3,050;0,679;0,776;1,772;128,60;67,87;288,08
3,055;0,703;0,791;1,655;124,94;70,31;289,03
3,060;0,718;0,801;1,553;121,75;71,78;289,67
3,065;0,732;0,801;1,460;118,85;73,24;289,67
3,070;0,752;0,820;1,367;115,96;75,20;290,94
3,075;0,771;0,820;1,289;113,52;77,15;290,94
3,080;0,781;0,830;1,221;111,39;78,12;291,58
3,085;0,796;0,850;1,152;109,25;79,59;292,85
3,090;0,811;0,850;1,094;107,43;81,05;292,85
3,095;0,820;0,850;1,035;105,60;82,03;292,85
3,100;0,835;0,859;0,981;103,92;83,50;293,49
3,105;0,845;0,869;0,942;102,70;84,47;294,12
3,110;0,854;0,874;0,903;101,48;85,45;294,44
3,115;0,864;0,879;0,859;100,11;86,43;294,76
3,120;0,874;0,884;0,825;99,05;87,40;295,08
3,125;0,874;0,889;0,771;97,37;87,40;295,40
3,130;0,889;0,894;0,762;97,07;88,87;295,72
3,135;0,898;0,898;0,742;96,46;89,84;296,03
3,140;0,903;0,903;0,718;95,69;90,33;296,35
3,145;0,908;0,908;0,693;94,93;90,82;296,67
3,150;0,913;0,908;0,669;94,17;91,31;296,67
3,155;0,923;0,913;0,645;93,41;92,29;296,99
3,160;0,928;0,918;0,625;92,80;92,77;297,31
3,165;0,937;0,918;0,605;92,19;93,75;297,31
3,170;0,937;0,923;0,576;91,28;93,75;297,62
3,175;0,942;0,923;0,557;90,67;94,24;297,62
3,180;0,947;0,928;0,542;90,21;94,73;297,94
3,185;0,957;0,928;0,518;89,45;95,70;297,94
3,190;0,962;0,933;0,503;88,99;96,19;298,26
3,195;0,967;0,937;0,483;88,38;96,68;298,58
3,200;0,977;0,937;0,469;87,93;97,66;298,58
3,205;0,981;0,937;0,449;87,32;98,14;298,58
3,210;0,981;0,942;0,435;86,86;98,14;298,90
3,215;0,986;0,942;0,425;86,55;98,63;298,90
3,220;0,991;0,942;0,410;86,10;99,12;298,90
3,225;0,991;0,947;0,400;85,79;99,12;299,21
3,230;1,001;0,947;0,400;85,79;100,10;299,21
3,235;1,001;0,947;0,391;85,49;100,10;299,21
3,240;1,006;0,947;0,371;84,88;100,59;299,21
3,245;1,006;0,952;0,366;84,73;100,59;299,53
3,250;1,006;0,952;0,361;84,57;100,59;299,53
3,255;1,011;0,957;0,356;84,42;101,07;299,85
3,260;1,011;0,952;0,356;84,42;101,07;299,53
3,265;1,011;0,957;0,352;84,27;101,07;299,85
3,270;1,011;0,962;0,352;84,27;101,07;300,17
3,275;1,016;0,957;0,352;84,27;101,56;299,85
3,280;1,006;0,957;0,352;84,27;100,59;299,85
3,285;1,016;0,957;0,352;84,27;101,56;299,85
3,290;1,011;0,957;0,352;84,27;101,07;299,85
3,295;1,016;0,957;0,352;84,27;101,56;299,85
3,300;1,011;0,957;0,352;84,27;101,07;299,85
3,305;1,016;0,957;0,352;84,27;101,56;299,85
3,310;1,006;0,962;0,352;84,27;100,59;300,17
3,315;1,011;0,957;0,352;84,27;101,07;299,85
3,320;1,016;0,957;0,352;84,27;101,56;299,85
3,325;1,011;0,957;0,352;84,27;101,07;299,85
3,330;1,016;0,957;0,352;84,27;101,56;299,85
3,335;1,011;0,957;0,352;84,27;101,07;299,85
3,340;1,016;0,962;0,352;84,27;101,56;300,17
3,345;1,011;0,957;0,352;84,27;101,07;299,85
3,350;1,016;0,957;0,347;84,12;101,56;299,85
3,355;1,011;0,962;0,352;84,27;101,07;300,17
3,360;1,016;0,962;0,352;84,27;101,56;300,17
3,365;1,011;0,957;0,352;84,27;101,07;299,85
3,370;1,016;0,957;0,352;84,27;101,56;299,85
3,375;1,011;0,962;0,352;84,27;101,07;300,17
3,380;1,016;0,962;0,352;84,27;101,56;300,17
3,385;1,016;0,962;0,361;84,57;101,56;300,17
3,390;1,016;0,962;0,352;84,27;101,56;300,17
3,395;1,016;0,967;0,352;84,27;101,56;300,49
3,400;1,011;0,967;0,352;84,27;101,07;300,49
3,405;1,011;0,967;0,347;84,12;101,07;300,49
3,410;1,006;0,967;0,352;84,27;100,59;300,49
3,415;1,016;0,967;0,337;83,81;101,56;300,49
3,420;1,011;0,967;0,352;84,27;101,07;300,49
3,425;1,016;0,967;0,352;84,27;101,56;300,49
3,430;1,016;0,967;0,352;84,27;101,56;300,49
3,435;1,016;0,967;0,352;84,27;101,56;300,49
3,440;1,011;0,967;0,352;84,27;101,07;300,49
3,445;1,016;0,967;0,352;84,27;101,56;300,49
3,450;1,016;0,972;0,352;84,27;101,56;300,80
3,455;1,011;0,977;0,352;84,27;101,07;301,12
3,460;1,011;0,972;0,347;84,12;101,07;300,80
3,465;1,011;0,972;0,352;84,27;101,07;300,80
3,470;1,016;0,972;0,352;84,27;101,56;300,80
3,475;1,011;0,972;0,352;84,27;101,07;300,80
3,480;1,011;0,972;0,352;84,27;101,07;300,80
3,485;1,011;0,972;0,352;84,27;101,07;300,80
3,490;1,016;0,972;0,352;84,27;101,56;300,80
3,495;1,016;0,972;0,352;84,27;101,56;300,80
3,500;1,016;0,977;0,352;84,27;101,56;301,12
3,505;1,011;0,977;0,352;84,27;101,07;301,12
3,510;1,011;0,977;0,352;84,27;101,07;301,12
3,515;1,011;0,977;0,347;84,12;101,07;301,12
3,520;1,011;0,977;0,352;84,27;101,07;301,12
3,525;1,011;0,977;0,352;84,27;101,07;301,12
3,530;1,011;0,977;0,352;84,27;101,07;301,12
3,535;1,016;0,972;0,352;84,27;101,56;300,80
3,540;1,011;0,977;0,352;84,27;101,07;301,12
3,545;1,011;0,977;0,352;84,27;101,07;301,12
3,550;1,011;0,977;0,352;84,27;101,07;301,12
3,555;1,016;0,977;0,352;84,27;101,56;301,12
3,560;1,011;0,977;0,352;84,27;101,07;301,12
3,565;1,016;0,977;0,352;84,27;101,56;301,12
3,570;1,016;0,977;0,352;84,27;101,56;301,12
3,575;1,011;0,977;0,352;84,27;101,07;301,12
3,580;1,011;0,977;0,347;84,12;101,07;301,12
3,585;1,011;0,977;0,352;84,27;101,07;301,12
3,590;1,011;0,977;0,352;84,27;101,07;301,12
3,595;1,006;0,977;0,352;84,27;100,59;301,12
3,600;1,016;0,977;0,347;84,12;101,56;301,12
3,605;1,016;0,977;0,352;84,27;101,56;301,12
3,610;1,011;0,977;0,347;84,12;101,07;301,12
3,615;1,011;0,977;0,352;84,27;101,07;301,12
3,620;1,006;0,977;0,352;84,27;100,59;301,12
3,625;1,011;0,977;0,352;84,27;101,07;301,12
3,630;1,016;0,977;0,352;84,27;101,56;301,12
3,635;1,016;0,977;0,352;84,27;101,56;301,12
3,640;1,016;0,977;0,352;84,27;101,56;301,12
3,645;1,016;0,977;0,352;84,27;101,56;301,12
3,650;1,006;0,977;0,352;84,27;100,59;301,12
3,655;1,016;0,981;0,352;84,27;101,56;301,44
3,660;1,011;0,977;0,352;84,27;101,07;301,12
3,665;1,016;0,981;0,352;84,27;101,56;301,44
3,670;1,011;0,977;0,352;84,27;101,07;301,12
3,675;1,016;0,986;0,352;84,27;101,56;301,76
3,680;1,016;0,981;0,352;84,27;101,56;301,44
3,685;1,016;0,977;0,352;84,27;101,56;301,12
3,690;1,011;0,981;0,352;84,27;101,07;301,44
3,695;1,011;0,977;0,352;84,27;101,07;301,12
3,700;1,016;0,981;0,352;84,27;101,56;301,44
3,705;1,011;0,986;0,352;84,27;101,07;301,76
3,710;1,016;0,981;0,361;84,57;101,56;301,44
3,715;1,011;0,986;0,352;84,27;101,07;301,76
3,720;1,016;0,981;0,347;84,12;101,56;301,44
3,725;1,011;0,986;0,352;84,27;101,07;301,76
3,730;1,016;0,986;0,352;84,27;101,56;301,76
3,735;1,016;0,981;0,356;84,42;101,56;301,44
3,740;1,011;0,981;0,352;84,27;101,07;301,44
3,745;1,016;0,986;0,352;84,27;101,56;301,76
3,750;1,011;0,986;0,352;84,27;101,07;301,76
3,755;1,011;0,986;0,352;84,27;101,07;301,76
3,760;1,006;0,986;0,352;84,27;100,59;301,76
3,765;1,011;0,981;0,352;84,27;101,07;301,44
3,770;1,011;0,986;0,352;84,27;101,07;301,76
3,775;1,016;0,986;0,352;84,27;101,56;301,76
3,780;1,011;0,986;0,352;84,27;101,07;301,76
3,785;1,016;0,986;0,352;84,27;101,56;301,76
3,790;1,016;0,986;0,352;84,27;101,56;301,76
3,795;1,011;0,986;0,352;84,27;101,07;301,76
3,800;1,016;0,986;0,352;84,27;101,56;301,76
3,805;1,011;0,986;0,352;84,27;101,07;301,76
3,810;1,011;0,986;0,352;84,27;101,07;301,76
3,815;1,011;0,986;0,352;84,27;101,07;301,76
3,820;1,011;0,986;0,352;84,27;101,07;301,76
3,825;1,011;0,986;0,352;84,27;101,07;301,76
3,830;1,016;0,986;0,352;84,27;101,56;301,76
3,835;1,016;0,991;0,352;84,27;101,56;302,08
3,840;1,011;0,986;0,352;84,27;101,07;301,76
3,845;1,016;0,986;0,352;84,27;101,56;301,76
3,850;1,011;0,986;0,352;84,27;101,07;301,76
3,855;1,016;0,986;0,352;84,27;101,56;301,76
3,860;1,011;0,986;0,352;84,27;101,07;301,76
3,865;1,016;0,986;0,352;84,27;101,56;301,76
3,870;1,016;0,986;0,352;84,27;101,56;301,76
3,875;1,011;0,986;0,352;84,27;101,07;301,76
3,880;1,016;0,986;0,352;84,27;101,56;301,76
3,885;1,011;0,986;0,352;84,27;101,07;301,76
3,890;1,011;0,991;0,352;84,27;101,07;302,08
3,895;1,011;0,986;0,352;84,27;101,07;301,76
3,900;1,016;0,986;0,352;84,27;101,56;301,76
3,905;1,011;0,986;0,352;84,27;101,07;301,76
3,910;1,016;0,986;0,352;84,27;101,56;301,76
3,915;1,011;0,986;0,352;84,27;101,07;301,76
3,920;1,011;0,986;0,332;83,66;101,07;301,76
3,925;1,011;0,991;0,352;84,27;101,07;302,08
3,930;1,011;0,991;0,352;84,27;101,07;302,08
3,935;1,016;0,986;0,352;84,27;101,56;301,76
3,940;1,011;0,986;0,352;84,27;101,07;301,76
3,945;1,016;0,986;0,352;84,27;101,56;301,76
3,950;1,011;0,986;0,352;84,27;101,07;301,76
3,955;1,016;0,986;0,352;84,27;101,56;301,76
3,960;1,016;0,986;0,352;84,27;101,56;301,76
3,965;1,011;0,986;0,352;84,27;101,07;301,76
3,970;1,016;0,991;0,352;84,27;101,56;302,08
3,975;1,011;0,991;0,352;84,27;101,07;302,08
3,980;1,011;0,986;0,352;84,27;101,07;301,76
3,985;1,011;0,986;0,352;84,27;101,07;301,76
3,990;1,011;0,986;0,352;84,27;101,07;301,76
3,995;1,011;0,991;0,352;84,27;101,07;302,08
4,000;1,016;0,986;0,352;84,27;101,56;301,76
4,005;1,011;0,986;0,352;84,27;101,07;301,76
4,010;1,016;0,986;0,352;84,27;101,56;301,76
4,015;1,016;0,991;0,352;84,27;101,56;302,08
4,020;1,011;0,986;0,352;84,27;101,07;301,76
4,025;1,016;0,986;0,352;84,27;101,56;301,76
4,030;1,016;0,986;0,352;84,27;101,56;301,76
4,035;1,011;0,986;0,352;84,27;101,07;301,76
4,040;1,011;0,986;0,352;84,27;101,07;301,76
4,045;1,016;0,986;0,352;84,27;101,56;301,76
4,050;1,011;0,991;0,352;84,27;101,07;302,08
4,055;1,011;0,986;0,352;84,27;101,07;301,76
4,060;1,016;0,986;0,352;84,27;101,56;301,76
4,065;1,016;0,991;0,352;84,27;101,56;302,08
4,070;1,016;0,991;0,352;84,27;101,56;302,08
4,075;1,011;0,986;0,352;84,27;101,07;301,76
4,080;1,011;0,986;0,352;84,27;101,07;301,76
4,085;1,011;0,986;0,352;84,27;101,07;301,76
4,090;1,016;0,986;0,352;84,27;101,56;301,76
4,095;1,011;0,986;0,352;84,27;101,07;301,76
4,100;1,016;0,986;0,347;84,12;101,56;301,76
4,105;1,016;0,986;0,352;84,27;101,56;301,76
4,110;1,016;0,986;0,352;84,27;101,56;301,76
4,115;1,016;0,991;0,352;84,27;101,56;302,08
4,120;1,011;0,986;0,352;84,27;101,07;301,76
4,125;1,016;0,986;0,352;84,27;101,56;301,76
4,130;1,006;0,986;0,352;84,27;100,59;301,76
4,135;1,011;0,986;0,347;84,12;101,07;301,76
4,140;1,011;0,986;0,352;84,27;101,07;301,76
4,145;1,011;0,986;0,352;84,27;101,07;301,76
4,150;1,011;0,986;0,352;84,27;101,07;301,76
4,155;1,016;0,986;0,352;84,27;101,56;301,76
4,160;1,016;0,986;0,352;84,27;101,56;301,76
4,165;1,016;0,986;0,352;84,27;101,56;301,76
4,170;1,016;0,986;0,352;84,27;101,56;301,76
4,175;1,011;0,986;0,352;84,27;101,07;301,76
4,180;1,016;0,986;0,352;84,27;101,56;301,76
4,185;1,006;0,986;0,352;84,27;100,59;301,76
4,190;1,011;0,986;0,352;84,27;101,07;301,76
4,195;1,011;0,986;0,352;84,27;101,07;301,76
4,200;1,011;0,986;0,352;84,27;101,07;301,76
4,205;1,016;0,986;0,352;84,27;101,56;301,76
4,210;1,011;0,986;0,352;84,27;101,07;301,76
4,215;1,016;0,986;0,352;84,27;101,56;301,76
4,220;1,011;0,986;0,352;84,27;101,07;301,76
4,225;1,016;0,986;0,352;84,27;101,56;301,76
4,230;1,011;0,986;0,352;84,27;101,07;301,76
4,235;1,016;0,986;0,352;84,27;101,56;301,76
4,240;1,001;0,986;0,352;84,27;100,10;301,76
4,245;1,011;0,986;0,352;84,27;101,07;301,76
4,250;1,011;0,986;0,352;84,27;101,07;301,76
4,255;1,011;0,986;0,352;84,27;101,07;301,76
4,260;1,011;0,986;0,352;84,27;101,07;301,76
4,265;1,011;0,991;0,352;84,27;101,07;302,08
4,270;1,016;0,986;0,352;84,27;101,56;301,76
4,275;1,011;0,986;0,352;84,27;101,07;301,76
4,280;1,016;0,981;0,352;84,27;101,56;301,44
4,285;1,011;0,986;0,352;84,27;101,07;301,76
4,290;1,011;0,986;0,352;84,27;101,07;301,76
4,295;1,016;0,986;0,352;84,27;101,56;301,76
4,300;1,011;0,986;0,352;84,27;101,07;301,76
4,305;1,016;0,986;0,352;84,27;101,56;301,76
4,310;1,011;0,986;0,356;84,42;101,07;301,76
4,315;1,016;0,986;0,352;84,27;101,56;301,76
4,320;1,011;0,986;0,361;84,57;101,07;301,76
4,325;1,011;0,986;0,347;84,12;101,07;301,76
4,330;1,016;0,986;0,352;84,27;101,56;301,76
4,335;1,016;0,986;0,352;84,27;101,56;301,76
4,340;1,016;0,986;0,352;84,27;101,56;301,76
4,345;1,006;0,986;0,342;83,96;100,59;301,76
4,350;1,016;0,986;0,352;84,27;101,56;301,76
4,355;1,011;0,986;0,352;84,27;101,07;301,76
4,360;1,016;0,986;0,352;84,27;101,56;301,76
4,365;1,011;0,986;0,352;84,27;101,07;301,76
4,370;1,016;0,986;0,352;84,27;101,56;301,76
4,375;1,011;0,986;0,352;84,27;101,07;301,76
4,380;1,011;0,986;0,352;84,27;101,07;301,76
4,385;1,016;0,986;0,352;84,27;101,56;301,76
4,390;1,011;0,986;0,352;84,27;101,07;301,76
4,395;1,016;0,986;0,352;84,27;101,56;301,76
4,400;1,011;0,986;0,352;84,27;101,07;301,76
4,405;1,016;0,981;0,352;84,27;101,56;301,44
4,410;1,016;0,986;0,342;83,96;101,56;301,76
4,415;1,016;0,986;0,352;84,27;101,56;301,76
4,420;1,016;0,986;0,352;84,27;101,56;301,76
4,425;1,011;0,986;0,347;84,12;101,07;301,76
4,430;1,016;0,986;0,352;84,27;101,56;301,76
4,435;1,011;0,986;0,352;84,27;101,07;301,76
4,440;1,011;0,986;0,352;84,27;101,07;301,76
4,445;1,011;0,986;0,352;84,27;101,07;301,76
4,450;1,011;0,986;0,352;84,27;101,07;301,76
4,455;1,016;0,986;0,352;84,27;101,56;301,76
4,460;1,011;0,986;0,352;84,27;101,07;301,76
4,465;1,016;0,986;0,352;84,27;101,56;301,76
4,470;1,011;0,986;0,352;84,27;101,07;301,76
4,475;1,016;0,986;0,352;84,27;101,56;301,76
4,480;1,011;0,986;0,352;84,27;101,07;301,76
4,485;1,011;0,986;0,352;84,27;101,07;301,76
4,490;1,016;0,986;0,352;84,27;101,56;301,76
4,495;1,016;0,986;0,352;84,27;101,56;301,76
4,500;1,016;0,986;0,352;84,27;101,56;301,76
4,505;1,011;0,986;0,352;84,27;101,07;301,76
4,510;1,016;0,981;0,352;84,27;101,56;301,44
4,515;1,006;0,986;0,352;84,27;100,59;301,76
4,520;1,006;0,986;0,352;84,27;100,59;301,76
4,525;1,011;0,986;0,352;84,27;101,07;301,76
4,530;1,016;0,981;0,352;84,27;101,56;301,44
4,535;1,016;0,986;0,352;84,27;101,56;301,76
4,540;1,016;0,986;0,352;84,27;101,56;301,76
4,545;1,016;0,986;0,352;84,27;101,56;301,76
4,550;1,011;0,996;0,352;84,27;101,07;302,40
4,555;1,016;0,986;0,352;84,27;101,56;301,76
4,560;1,011;0,986;0,352;84,27;101,07;301,76
4,565;1,016;0,986;0,352;84,27;101,56;301,76
4,570;1,011;0,986;0,352;84,27;101,07;301,76
4,575;1,016;0,986;0,352;84,27;101,56;301,76
4,580;1,016;0,986;0,352;84,27;101,56;301,76
4,585;1,011;0,986;0,352;84,27;101,07;301,76
4,590;1,021;0,986;0,352;84,27;102,05;301,76
4,595;1,011;0,986;0,352;84,27;101,07;301,76
4,600;1,016;0,981;0,352;84,27;101,56;301,44
4,605;1,011;0,986;0,352;84,27;101,07;301,76
4,610;1,016;0,986;0,352;84,27;101,56;301,76
4,615;1,016;0,986;0,352;84,27;101,56;301,76
4,620;1,011;0,981;0,352;84,27;101,07;301,44
4,625;1,011;0,981;0,352;84,27;101,07;301,44
4,630;1,006;0,986;0,352;84,27;100,59;301,76
4,635;1,016;0,981;0,352;84,27;101,56;301,44
4,640;1,011;0,986;0,352;84,27;101,07;301,76
4,645;1,016;0,986;0,352;84,27;101,56;301,76
4,650;1,016;0,986;0,352;84,27;101,56;301,76
4,655;1,016;0,981;0,352;84,27;101,56;301,44
4,660;1,016;0,981;0,352;84,27;101,56;301,44
4,665;1,011;0,981;0,352;84,27;101,07;301,44
4,670;1,016;0,981;0,352;84,27;101,56;301,44
4,675;1,011;0,986;0,352;84,27;101,07;301,76
4,680;1,016;0,981;0,352;84,27;101,56;301,44
4,685;1,011;0,981;0,352;84,27;101,07;301,44
4,690;1,016;0,981;0,356;84,42;101,56;301,44
4,695;1,016;0,986;0,352;84,27;101,56;301,76
4,700;1,011;0,981;0,352;84,27;101,07;301,44
4,705;1,016;0,986;0,352;84,27;101,56;301,76
4,710;1,011;0,981;0,352;84,27;101,07;301,44
4,715;1,016;0,981;0,352;84,27;101,56;301,44
4,720;1,011;0,986;0,352;84,27;101,07;301,76
4,725;1,016;0,981;0,352;84,27;101,56;301,44
4,730;1,016;0,981;0,352;84,27;101,56;301,44
4,735;1,011;0,977;0,352;84,27;101,07;301,12
4,740;1,016;0,981;0,352;84,27;101,56;301,44
4,745;1,011;0,981;0,352;84,27;101,07;301,44
4,750;1,016;0,981;0,352;84,27;101,56;301,44
4,755;1,016;0,981;0,352;84,27;101,56;301,44
4,760;1,016;0,981;0,352;84,27;101,56;301,44
4,765;1,016;0,981;0,352;84,27;101,56;301,44
4,770;1,016;0,986;0,352;84,27;101,56;301,76
4,775;1,016;0,981;0,352;84,27;101,56;301,44
4,780;1,011;0,977;0,352;84,27;101,07;301,12
4,785;1,016;0,981;0,352;84,27;101,56;301,44
4,790;1,011;0,981;0,352;84,27;101,07;301,44
4,795;1,016;0,981;0,352;84,27;101,56;301,44
4,800;1,011;0,981;0,352;84,27;101,07;301,44
4,805;1,011;0,981;0,352;84,27;101,07;301,44
4,810;1,016;0,981;0,352;84,27;101,56;301,44
4,815;1,011;0,981;0,352;84,27;101,07;301,44
4,820;1,011;0,981;0,352;84,27;101,07;301,44
4,825;1,006;0,981;0,352;84,27;100,59;301,44
4,830;1,011;0,981;0,352;84,27;101,07;301,44
4,835;1,011;0,977;0,352;84,27;101,07;301,12
4,840;1,016;0,977;0,352;84,27;101,56;301,12
4,845;1,011;0,981;0,352;84,27;101,07;301,44
