Tiempo (s) Serie Nº 1;Voltaje, Ch A (V) Serie Nº 1;Voltaje, Ch B (V) Serie Nº 1;Voltaje, Ch C (V) Serie Nº 1;Volum (cm³) Serie Nº 1;Pressió (kPa) Serie Nº 1;Temperatura (K) Serie Nº 1
2,355;1,030;0,947;4,512;214,07;103,03;299,21
2,360;1,030;0,947;4,502;213,76;103,03;299,21
2,365;1,030;0,947;4,517;214,22;103,03;299,21
2,370;1,030;0,942;4,512;214,07;103,03;298,90
2,375;1,030;0,947;4,517;214,22;103,03;299,21
2,380;1,030;0,947;4,512;214,07;103,03;299,21
2,385;1,030;0,947;4,512;214,07;103,03;299,21
2,390;1,025;0,947;4,512;214,07;102,54;299,21
2,395;1,030;0,942;4,512;214,07;103,03;298,90
2,400;1,030;0,947;4,512;214,07;103,03;299,21
2,405;1,030;0,942;4,517;214,22;103,03;298,90
2,410;1,030;0,947;4,517;214,22;103,03;299,21
2,415;1,030;0,942;4,517;214,22;103,03;298,90
2,420;1,030;0,947;4,517;214,22;103,03;299,21
2,425;1,025;0,947;4,517;214,22;102,54;299,21
2,430;1,030;0,942;4,512;214,07;103,03;298,90
2,435;1,030;0,947;4,512;214,07;103,03;299,21
2,440;1,030;0,947;4,517;214,22;103,03;299,21
2,445;1,030;0,947;4,512;214,07;103,03;299,21
2,450;1,030;0,957;4,517;214,22;103,03;299,85
2,455;1,030;0,942;4,517;214,22;103,03;298,90
2,460;1,030;0,947;4,517;214,22;103,03;299,21
2,465;1,030;0,942;4,512;214,07;103,03;298,90
2,470;1,030;0,947;4,517;214,22;103,03;299,21
2,475;1,030;0,947;4,517;214,22;103,03;299,21
2,480;1,030;0,947;4,512;214,07;103,03;299,21
2,485;1,025;0,947;4,517;214,22;102,54;299,21
2,490;1,030;0,942;4,517;214,22;103,03;298,90
2,495;1,030;0,947;4,512;214,07;103,03;299,21
2,500;1,030;0,947;4,512;214,07;103,03;299,21
2,505;1,030;0,947;4,517;214,22;103,03;299,21
2,510;1,030;0,942;4,512;214,07;103,03;298,90
2,515;1,035;0,942;4,517;214,22;103,52;298,90
2,520;1,025;0,947;4,517;214,22;102,54;299,21
2,525;1,030;0,942;4,512;214,07;103,03;298,90
2,530;1,030;0,947;4,517;214,22;103,03;299,21
2,535;1,030;0,942;4,512;214,07;103,03;298,90
2,540;1,030;0,942;4,512;214,07;103,03;298,90
2,545;1,025;0,947;4,512;214,07;102,54;299,21
2,550;1,030;0,937;4,512;214,07;103,03;298,58
2,555;1,030;0,947;4,512;214,07;103,03;299,21
2,560;1,030;0,947;4,512;214,07;103,03;299,21
2,565;1,030;0,947;4,512;214,07;103,03;299,21
2,570;1,030;0,947;4,512;214,07;103,03;299,21
2,575;1,035;0,947;4,512;214,07;103,52;299,21
2,580;1,030;0,942;4,512;214,07;103,03;298,90
2,585;1,030;0,947;4,512;214,07;103,03;299,21
2,590;1,030;0,947;4,502;213,76;103,03;299,21
2,595;1,030;0,942;4,517;214,22;103,03;298,90
2,600;1,030;0,942;4,502;213,76;103,03;298,90
2,605;1,030;0,942;4,512;214,07;103,03;298,90
2,610;1,030;0,947;4,512;214,07;103,03;299,21
2,615;1,030;0,947;4,517;214,22;103,03;299,21
2,620;1,030;0,942;4,517;214,22;103,03;298,90
2,625;1,030;0,947;4,512;214,07;103,03;299,21
2,630;1,030;0,947;4,517;214,22;103,03;299,21
2,635;1,030;0,942;4,512;214,07;103,03;298,90
2,640;1,030;0,942;4,512;214,07;103,03;298,90
2,645;1,030;0,942;4,517;214,22;103,03;298,90
2,650;1,030;0,947;4,512;214,07;103,03;299,21
2,655;1,030;0,947;4,517;214,22;103,03;299,21
2,660;1,030;0,942;4,512;214,07;103,03;298,90
2,665;1,030;0,947;4,517;214,22;103,03;299,21
2,670;1,030;0,947;4,517;214,22;103,03;299,21
2,675;1,030;0,947;4,517;214,22;103,03;299,21
2,680;1,030;0,947;4,517;214,22;103,03;299,21
2,685;1,030;0,947;4,517;214,22;103,03;299,21
2,690;1,025;0,947;4,517;214,22;102,54;299,21
2,695;1,030;0,942;4,517;214,22;103,03;298,90
2,700;1,030;0,947;4,512;214,07;103,03;299,21
2,705;1,035;0,947;4,517;214,22;103,52;299,21
2,710;1,030;0,947;4,512;214,07;103,03;299,21
2,715;1,030;0,947;4,517;214,22;103,03;299,21
2,720;1,030;0,947;4,512;214,07;103,03;299,21
2,725;1,030;0,942;4,517;214,22;103,03;298,90
2,730;1,035;0,942;4,512;214,07;103,52;298,90
2,735;1,030;0,947;4,512;214,07;103,03;299,21
2,740;1,030;0,947;4,512;214,07;103,03;299,21
2,745;1,030;0,947;4,512;214,07;103,03;299,21
2,750;1,025;0,947;4,512;214,07;102,54;299,21
2,755;1,030;0,947;4,512;214,07;103,03;299,21
2,760;1,030;0,947;4,512;214,07;103,03;299,21
2,765;1,030;0,947;4,517;214,22;103,03;299,21
2,770;1,030;0,947;4,517;214,22;103,03;299,21
2,775;1,025;0,942;4,517;214,22;102,54;298,90
2,780;1,030;0,947;4,512;214,07;103,03;299,21
2,785;1,030;0,947;4,512;214,07;103,03;299,21
2,790;1,035;0,947;4,517;214,22;103,52;299,21
2,795;1,030;0,942;4,517;214,22;103,03;298,90
2,800;1,025;0,947;4,512;214,07;102,54;299,21
2,805;1,030;0,942;4,512;214,07;103,03;298,90
2,810;1,025;0,937;4,517;214,22;102,54;298,58
2,815;1,030;0,947;4,517;214,22;103,03;299,21
2,820;1,030;0,942;4,517;214,22;103,03;298,90
2,825;1,025;0,942;4,512;214,07;102,54;298,90
2,830;1,030;0,947;4,512;214,07;103,03;299,21
2,835;1,030;0,947;4,512;214,07;103,03;299,21
2,840;1,030;0,947;4,512;214,07;103,03;299,21
2,845;1,030;0,947;4,517;214,22;103,03;299,21
2,850;1,030;0,942;4,512;214,07;103,03;298,90
2,855;1,030;0,942;4,512;214,07;103,03;298,90
2,860;1,021;0,947;4,517;214,22;102,05;299,21
2,865;1,030;0,942;4,512;214,07;103,03;298,90
2,870;1,030;0,947;4,512;214,07;103,03;299,21
2,875;1,030;0,942;4,517;214,22;103,03;298,90
2,880;1,030;0,947;4,512;214,07;103,03;299,21
2,885;1,030;0,947;4,517;214,22;103,03;299,21
2,890;1,030;0,947;4,512;214,07;103,03;299,21
2,895;1,025;0,947;4,517;214,22;102,54;299,21
2,900;1,030;0,942;4,512;214,07;103,03;298,90
2,905;1,030;0,947;4,517;214,22;103,03;299,21
2,910;1,030;0,947;4,512;214,07;103,03;299,21
2,915;1,030;0,947;4,512;214,07;103,03;299,21
2,920;1,030;0,942;4,517;214,22;103,03;298,90
2,925;1,030;0,947;4,512;214,07;103,03;299,21
2,930;1,025;0,942;4,517;214,22;102,54;298,90
2,935;1,030;0,942;4,512;214,07;103,03;298,90
2,940;1,030;0,942;4,517;214,22;103,03;298,90
2,945;1,030;0,947;4,512;214,07;103,03;299,21
2,950;1,030;0,947;4,512;214,07;103,03;299,21
2,955;1,030;0,942;4,517;214,22;103,03;298,90
2,960;1,030;0,942;4,512;214,07;103,03;298,90
2,965;1,030;0,947;4,512;214,07;103,03;299,21
2,970;1,030;0,947;4,512;214,07;103,03;299,21
2,975;1,030;0,947;4,517;214,22;103,03;299,21
2,980;1,030;0,947;4,517;214,22;103,03;299,21
2,985;1,035;0,947;4,512;214,07;103,52;299,21
2,990;1,030;0,942;4,517;214,22;103,03;298,90
2,995;1,030;0,942;4,512;214,07;103,03;298,90
3,000;1,030;0,947;4,512;214,07;103,03;299,21
3,005;1,030;0,942;4,512;214,07;103,03;298,90
3,010;1,035;0,947;4,512;214,07;103,52;299,21
3,015;1,025;0,947;4,517;214,22;102,54;299,21
3,020;1,030;0,947;4,512;214,07;103,03;299,21
3,025;1,030;0,942;4,517;214,22;103,03;298,90
3,030;1,030;0,942;4,517;214,22;103,03;298,90
3,035;1,030;0,947;4,512;214,07;103,03;299,21
3,040;1,030;0,942;4,512;214,07;103,03;298,90
3,045;1,030;0,947;4,512;214,07;103,03;299,21
3,050;1,025;0,947;4,517;214,22;102,54;299,21
3,055;1,030;0,942;4,517;214,22;103,03;298,90
3,060;1,030;0,937;4,517;214,22;103,03;298,58
3,065;1,030;0,947;4,512;214,07;103,03;299,21
3,070;1,030;0,942;4,517;214,22;103,03;298,90
3,075;1,025;0,942;4,517;214,22;102,54;298,90
3,080;1,030;0,947;4,512;214,07;103,03;299,21
3,085;1,030;0,947;4,517;214,22;103,03;299,21
3,090;1,030;0,942;4,521;214,37;103,03;298,90
3,095;1,035;0,947;4,517;214,22;103,52;299,21
3,100;1,025;0,947;4,517;214,22;102,54;299,21
3,105;1,035;0,942;4,512;214,07;103,52;298,90
3,110;1,025;0,947;4,517;214,22;102,54;299,21
3,115;1,030;0,947;4,512;214,07;103,03;299,21
3,120;1,035;0,942;4,517;214,22;103,52;298,90
3,125;1,030;0,947;4,517;214,22;103,03;299,21
3,130;1,035;0,942;4,512;214,07;103,52;298,90
3,135;1,030;0,942;4,517;214,22;103,03;298,90
3,140;1,030;0,942;4,517;214,22;103,03;298,90
3,145;1,030;0,947;4,517;214,22;103,03;299,21
3,150;1,030;0,942;4,517;214,22;103,03;298,90
3,155;1,030;0,957;4,512;214,07;103,03;299,85
3,160;1,025;0,947;4,512;214,07;102,54;299,21
3,165;1,030;0,947;4,512;214,07;103,03;299,21
3,170;1,030;0,937;4,517;214,22;103,03;298,58
3,175;1,030;0,947;4,512;214,07;103,03;299,21
3,180;1,030;0,942;4,517;214,22;103,03;298,90
3,185;1,030;0,947;4,517;214,22;103,03;299,21
3,190;1,030;0,947;4,512;214,07;103,03;299,21
3,195;1,030;0,942;4,517;214,22;103,03;298,90
3,200;1,030;0,942;4,512;214,07;103,03;298,90
3,205;1,030;0,947;4,521;214,37;103,03;299,21
3,210;1,030;0,947;4,531;214,68;103,03;299,21
3,215;1,030;0,947;4,492;213,46;103,03;299,21
3,220;1,030;0,947;4,517;214,22;103,03;299,21
3,225;1,030;0,947;4,502;213,76;103,03;299,21
3,230;1,030;0,947;4,512;214,07;103,03;299,21
3,235;1,030;0,947;4,521;214,37;103,03;299,21
3,240;1,030;0,947;4,512;214,07;103,03;299,21
3,245;1,025;0,947;4,512;214,07;102,54;299,21
3,250;1,030;0,947;4,512;214,07;103,03;299,21
3,255;1,030;0,947;4,517;214,22;103,03;299,21
3,260;1,030;0,947;4,517;214,22;103,03;299,21
3,265;1,030;0,947;4,512;214,07;103,03;299,21
3,270;1,030;0,942;4,517;214,22;103,03;298,90
3,275;1,030;0,942;4,512;214,07;103,03;298,90
3,280;1,025;0,947;4,517;214,22;102,54;299,21
3,285;1,030;0,942;4,517;214,22;103,03;298,90
3,290;1,030;0,947;4,512;214,07;103,03;299,21
3,295;1,030;0,942;4,512;214,07;103,03;298,90
3,300;1,030;0,942;4,517;214,22;103,03;298,90
3,305;1,030;0,947;4,512;214,07;103,03;299,21
3,310;1,030;0,947;4,512;214,07;103,03;299,21
3,315;1,030;0,947;4,517;214,22;103,03;299,21
3,320;1,030;0,942;4,512;214,07;103,03;298,90
3,325;1,030;0,947;4,512;214,07;103,03;299,21
3,330;1,030;0,947;4,517;214,22;103,03;299,21
3,335;1,035;0,942;4,517;214,22;103,52;298,90
3,340;1,025;0,947;4,512;214,07;102,54;299,21
3,345;1,030;0,942;4,517;214,22;103,03;298,90
3,350;1,025;0,947;4,517;214,22;102,54;299,21
3,355;1,030;0,947;4,517;214,22;103,03;299,21
3,360;1,030;0,947;4,512;214,07;103,03;299,21
3,365;1,030;0,942;4,517;214,22;103,03;298,90
3,370;1,035;0,942;4,512;214,07;103,52;298,90
3,375;1,030;0,947;4,517;214,22;103,03;299,21
3,380;1,030;0,942;4,512;214,07;103,03;298,90
3,385;1,030;0,947;4,517;214,22;103,03;299,21
3,390;1,030;0,947;4,512;214,07;103,03;299,21
3,395;1,030;0,947;4,512;214,07;103,03;299,21
3,400;1,030;0,947;4,517;214,22;103,03;299,21
3,405;1,030;0,947;4,517;214,22;103,03;299,21
3,410;1,030;0,947;4,517;214,22;103,03;299,21
3,415;1,030;0,942;4,512;214,07;103,03;298,90
3,420;1,035;0,947;4,517;214,22;103,52;299,21
3,425;1,030;0,947;4,517;214,22;103,03;299,21
3,430;1,030;0,947;4,512;214,07;103,03;299,21
3,435;1,025;0,947;4,517;214,22;102,54;299,21
3,440;1,035;0,942;4,502;213,76;103,52;298,90
3,445;1,030;0,947;4,517;214,22;103,03;299,21
3,450;1,030;0,947;4,502;213,76;103,03;299,21
3,455;1,030;0,942;4,512;214,07;103,03;298,90
3,460;1,025;0,947;4,517;214,22;102,54;299,21
3,465;1,030;0,942;4,512;214,07;103,03;298,90
3,470;1,030;0,942;4,517;214,22;103,03;298,90
3,475;1,030;0,942;4,512;214,07;103,03;298,90
3,480;1,030;0,947;4,517;214,22;103,03;299,21
3,485;1,030;0,947;4,512;214,07;103,03;299,21
3,490;1,030;0,947;4,517;214,22;103,03;299,21
3,495;1,030;0,947;4,517;214,22;103,03;299,21
3,500;1,030;0,942;4,512;214,07;103,03;298,90
3,505;1,030;0,947;4,517;214,22;103,03;299,21
3,510;1,030;0,947;4,517;214,22;103,03;299,21
3,515;1,030;0,947;4,512;214,07;103,03;299,21
3,520;1,025;0,942;4,517;214,22;102,54;298,90
3,525;1,030;0,947;4,517;214,22;103,03;299,21
3,530;1,025;0,942;4,517;214,22;102,54;298,90
3,535;1,030;0,942;4,512;214,07;103,03;298,90
3,540;1,030;0,947;4,517;214,22;103,03;299,21
3,545;1,030;0,947;4,512;214,07;103,03;299,21
3,550;1,030;0,947;4,512;214,07;103,03;299,21
3,555;1,030;0,947;4,512;214,07;103,03;299,21
3,560;1,030;0,947;4,512;214,07;103,03;299,21
3,565;1,030;0,947;4,517;214,22;103,03;299,21
3,570;1,030;0,942;4,512;214,07;103,03;298,90
3,575;1,030;0,947;4,517;214,22;103,03;299,21
3,580;1,030;0,947;4,517;214,22;103,03;299,21
3,585;1,030;0,947;4,517;214,22;103,03;299,21
3,590;1,030;0,947;4,517;214,22;103,03;299,21
3,595;1,030;0,942;4,512;214,07;103,03;298,90
3,600;1,030;0,947;4,512;214,07;103,03;299,21
3,605;1,030;0,942;4,517;214,22;103,03;298,90
3,610;1,030;0,947;4,512;214,07;103,03;299,21
3,615;1,030;0,947;4,517;214,22;103,03;299,21
3,620;1,030;0,942;4,512;214,07;103,03;298,90
3,625;1,025;0,947;4,512;214,07;102,54;299,21
3,630;1,030;0,942;4,517;214,22;103,03;298,90
3,635;1,030;0,947;4,517;214,22;103,03;299,21
3,640;1,030;0,947;4,512;214,07;103,03;299,21
3,645;1,030;0,947;4,512;214,07;103,03;299,21
3,650;1,025;0,942;4,517;214,22;102,54;298,90
3,655;1,030;0,947;4,512;214,07;103,03;299,21
3,660;1,030;0,937;4,517;214,22;103,03;298,58
3,665;1,030;0,942;4,517;214,22;103,03;298,90
3,670;1,030;0,942;4,517;214,22;103,03;298,90
3,675;1,030;0,947;4,517;214,22;103,03;299,21
3,680;1,030;0,947;4,517;214,22;103,03;299,21
3,685;1,030;0,947;4,517;214,22;103,03;299,21
3,690;1,035;0,947;4,512;214,07;103,52;299,21
3,695;1,025;0,947;4,517;214,22;102,54;299,21
3,700;1,030;0,947;4,512;214,07;103,03;299,21
3,705;1,025;0,947;4,512;214,07;102,54;299,21
3,710;1,035;0,947;4,507;213,91;103,52;299,21
3,715;1,030;0,947;4,512;214,07;103,03;299,21
3,720;1,025;0,942;4,517;214,22;102,54;298,90
3,725;1,030;0,947;4,512;214,07;103,03;299,21
3,730;1,025;0,947;4,512;214,07;102,54;299,21
3,735;1,030;0,942;4,517;214,22;103,03;298,90
3,740;1,030;0,947;4,517;214,22;103,03;299,21
3,745;1,030;0,947;4,512;214,07;103,03;299,21
3,750;1,030;0,947;4,512;214,07;103,03;299,21
3,755;1,025;0,947;4,517;214,22;102,54;299,21
3,760;1,030;0,947;4,517;214,22;103,03;299,21
3,765;1,035;0,947;4,517;214,22;103,52;299,21
3,770;1,035;0,947;4,512;214,07;103,52;299,21
3,775;1,030;0,947;4,517;214,22;103,03;299,21
3,780;1,030;0,947;4,512;214,07;103,03;299,21
3,785;1,030;0,942;4,512;214,07;103,03;298,90
3,790;1,030;0,947;4,512;214,07;103,03;299,21
3,795;1,030;0,942;4,512;214,07;103,03;298,90
3,800;1,030;0,947;4,517;214,22;103,03;299,21
3,805;1,030;0,947;4,517;214,22;103,03;299,21
3,810;1,030;0,947;4,541;214,98;103,03;299,21
3,815;1,025;0,947;4,497;213,61;102,54;299,21
3,820;1,030;0,942;4,512;214,07;103,03;298,90
3,825;1,030;0,947;4,502;213,76;103,03;299,21
3,830;1,030;0,942;4,517;214,22;103,03;298,90
3,835;1,030;0,947;4,526;214,52;103,03;299,21
3,840;1,030;0,942;4,517;214,22;103,03;298,90
3,845;1,035;0,942;4,521;214,37;103,52;298,90
3,850;1,030;0,947;4,512;214,07;103,03;299,21
3,855;1,030;0,942;4,517;214,22;103,03;298,90
3,860;1,030;0,947;4,512;214,07;103,03;299,21
3,865;1,030;0,942;4,512;214,07;103,03;298,90
3,870;1,035;0,942;4,512;214,07;103,52;298,90
3,875;1,030;0,942;4,512;214,07;103,03;298,90
3,880;1,035;0,942;4,512;214,07;103,52;298,90
3,885;1,030;0,947;4,512;214,07;103,03;299,21
3,890;1,030;0,942;4,512;214,07;103,03;298,90
3,895;1,030;0,947;4,517;214,22;103,03;299,21
3,900;1,030;0,933;4,517;214,22;103,03;298,26
3,905;1,030;0,942;4,512;214,07;103,03;298,90
3,910;1,030;0,947;4,512;214,07;103,03;299,21
3,915;1,030;0,947;4,512;214,07;103,03;299,21
3,920;1,030;0,947;4,512;214,07;103,03;299,21
3,925;1,030;0,942;4,512;214,07;103,03;298,90
3,930;1,030;0,947;4,517;214,22;103,03;299,21
3,935;1,030;0,942;4,517;214,22;103,03;298,90
3,940;1,030;0,947;4,512;214,07;103,03;299,21
3,945;1,030;0,947;4,517;214,22;103,03;299,21
3,950;1,030;0,947;4,512;214,07;103,03;299,21
3,955;1,030;0,947;4,512;214,07;103,03;299,21
3,960;1,030;0,947;4,512;214,07;103,03;299,21
3,965;1,030;0,947;4,517;214,22;103,03;299,21
3,970;1,025;0,947;4,512;214,07;102,54;299,21
3,975;1,030;0,942;4,517;214,22;103,03;298,90
3,980;1,030;0,947;4,512;214,07;103,03;299,21
3,985;1,030;0,947;4,517;214,22;103,03;299,21
3,990;1,030;0,947;4,512;214,07;103,03;299,21
3,995;1,030;0,947;4,517;214,22;103,03;299,21
4,000;1,030;0,947;4,512;214,07;103,03;299,21
4,005;1,030;0,947;4,512;214,07;103,03;299,21
4,010;1,030;0,942;4,512;214,07;103,03;298,90
4,015;1,030;0,947;4,517;214,22;103,03;299,21
4,020;1,030;0,947;4,512;214,07;103,03;299,21
4,025;1,030;0,947;4,517;214,22;103,03;299,21
4,030;1,025;0,947;4,517;214,22;102,54;299,21
4,035;1,030;0,947;4,517;214,22;103,03;299,21
4,040;1,030;0,947;4,512;214,07;103,03;299,21
4,045;1,030;0,947;4,512;214,07;103,03;299,21
4,050;1,035;0,947;4,512;214,07;103,52;299,21
4,055;1,035;0,947;4,517;214,22;103,52;299,21
4,060;1,030;0,947;4,517;214,22;103,03;299,21
4,065;1,025;0,942;4,517;214,22;102,54;298,90
4,070;1,030;0,947;4,512;214,07;103,03;299,21
4,075;1,030;0,947;4,517;214,22;103,03;299,21
4,080;1,030;0,947;4,512;214,07;103,03;299,21
4,085;1,030;0,947;4,517;214,22;103,03;299,21
4,090;1,030;0,942;4,517;214,22;103,03;298,90
4,095;1,030;0,947;4,517;214,22;103,03;299,21
4,100;1,030;0,947;4,517;214,22;103,03;299,21
4,105;1,030;0,947;4,517;214,22;103,03;299,21
4,110;1,030;0,947;4,512;214,07;103,03;299,21
4,115;1,030;0,942;4,517;214,22;103,03;298,90
4,120;1,030;0,947;4,517;214,22;103,03;299,21
4,125;1,030;0,947;4,517;214,22;103,03;299,21
4,130;1,030;0,942;4,512;214,07;103,03;298,90
4,135;1,025;0,947;4,517;214,22;102,54;299,21
4,140;1,030;0,942;4,517;214,22;103,03;298,90
4,145;1,030;0,947;4,517;214,22;103,03;299,21
4,150;1,030;0,947;4,512;214,07;103,03;299,21
4,155;1,035;0,947;4,517;214,22;103,52;299,21
4,160;1,035;0,947;4,512;214,07;103,52;299,21
4,165;1,030;0,947;4,512;214,07;103,03;299,21
4,170;1,030;0,947;4,512;214,07;103,03;299,21
4,175;1,030;0,942;4,512;214,07;103,03;298,90
4,180;1,030;0,942;4,512;214,07;103,03;298,90
4,185;1,030;0,942;4,517;214,22;103,03;298,90
4,190;1,030;0,947;4,512;214,07;103,03;299,21
4,195;1,030;0,942;4,517;214,22;103,03;298,90
4,200;1,035;0,947;4,517;214,22;103,52;299,21
4,205;1,030;0,947;4,517;214,22;103,03;299,21
4,210;1,030;0,942;4,512;214,07;103,03;298,90
4,215;1,030;0,947;4,517;214,22;103,03;299,21
4,220;1,030;0,947;4,517;214,22;103,03;299,21
4,225;1,030;0,947;4,512;214,07;103,03;299,21
4,230;1,030;0,947;4,517;214,22;103,03;299,21
4,235;1,030;0,947;4,517;214,22;103,03;299,21
4,240;1,025;0,947;4,517;214,22;102,54;299,21
4,245;1,030;0,942;4,517;214,22;103,03;298,90
4,250;1,030;0,947;4,512;214,07;103,03;299,21
4,255;1,030;0,942;4,512;214,07;103,03;298,90
4,260;1,030;0,947;4,517;214,22;103,03;299,21
4,265;1,030;0,947;4,512;214,07;103,03;299,21
4,270;1,030;0,947;4,512;214,07;103,03;299,21
4,275;1,030;0,947;4,517;214,22;103,03;299,21
4,280;1,030;0,947;4,512;214,07;103,03;299,21
4,285;1,030;0,947;4,512;214,07;103,03;299,21
4,290;1,030;0,947;4,512;214,07;103,03;299,21
4,295;1,030;0,947;4,512;214,07;103,03;299,21
4,300;1,030;0,947;4,512;214,07;103,03;299,21
4,305;1,030;0,947;4,512;214,07;103,03;299,21
4,310;1,025;0,947;4,502;213,76;102,54;299,21
4,315;1,030;0,947;4,512;214,07;103,03;299,21
4,320;1,030;0,947;4,521;214,37;103,03;299,21
4,325;1,035;0,947;4,512;214,07;103,52;299,21
4,330;1,030;0,947;4,517;214,22;103,03;299,21
4,335;1,030;0,947;4,512;214,07;103,03;299,21
4,340;1,030;0,947;4,517;214,22;103,03;299,21
4,345;1,030;0,942;4,517;214,22;103,03;298,90
4,350;1,030;0,947;4,512;214,07;103,03;299,21
4,355;1,030;0,937;4,512;214,07;103,03;298,58
4,360;1,030;0,947;4,512;214,07;103,03;299,21
4,365;1,030;0,937;4,517;214,22;103,03;298,58
4,370;1,030;0,947;4,512;214,07;103,03;299,21
4,375;1,030;0,947;4,512;214,07;103,03;299,21
4,380;1,030;0,937;4,512;214,07;103,03;298,58
4,385;1,030;0,947;4,512;214,07;103,03;299,21
4,390;1,030;0,957;4,512;214,07;103,03;299,85
4,395;1,030;0,947;4,512;214,07;103,03;299,21
4,400;1,030;0,942;4,517;214,22;103,03;298,90
4,405;1,030;0,942;4,512;214,07;103,03;298,90
4,410;1,030;0,947;4,517;214,22;103,03;299,21
4,415;1,030;0,942;4,507;213,91;103,03;298,90
4,420;1,030;0,947;4,502;213,76;103,03;299,21
4,425;1,025;0,947;4,512;214,07;102,54;299,21
4,430;1,030;0,947;4,536;214,83;103,03;299,21
4,435;1,030;0,947;4,517;214,22;103,03;299,21
4,440;1,030;0,947;4,517;214,22;103,03;299,21
4,445;1,030;0,947;4,517;214,22;103,03;299,21
4,450;1,030;0,942;4,517;214,22;103,03;298,90
4,455;1,030;0,942;4,512;214,07;103,03;298,90
4,460;1,030;0,947;4,512;214,07;103,03;299,21
4,465;1,030;0,942;4,512;214,07;103,03;298,90
4,470;1,025;0,942;4,512;214,07;102,54;298,90
4,475;1,030;0,942;4,512;214,07;103,03;298,90
4,480;1,030;0,947;4,517;214,22;103,03;299,21
4,485;1,030;0,947;4,517;214,22;103,03;299,21
4,490;1,030;0,947;4,512;214,07;103,03;299,21
4,495;1,030;0,942;4,512;214,07;103,03;298,90
4,500;1,030;0,947;4,492;213,46;103,03;299,21
4,505;1,035;0,947;4,463;212,54;103,52;299,21
4,510;1,045;0,947;4,414;211,02;104,49;299,21
4,515;1,055;0,947;4,351;209,04;105,47;299,21
4,520;1,069;0,947;4,263;206,30;106,93;299,21
4,525;1,084;0,947;4,150;202,79;108,40;299,21
4,530;1,104;0,952;4,023;198,83;110,35;299,53
4,535;1,128;0,957;3,867;193,96;112,79;299,85
4,540;1,157;0,962;3,687;188,32;115,72;300,17
4,545;1,196;0,967;3,481;181,92;119,63;300,49
4,550;1,240;0,977;3,252;174,76;124,02;301,12
4,555;1,299;0,981;3,003;166,99;129,88;301,44
4,560;1,357;0,996;2,734;158,61;135,74;302,40
4,565;1,436;1,006;2,451;149,78;143,55;303,03
4,570;1,523;1,021;2,144;140,18;152,34;303,99
4,575;1,626;1,035;1,826;130,28;162,60;304,94
4,580;1,758;1,060;1,499;120,07;175,78;306,53
4,585;1,904;1,084;1,172;109,86;190,43;308,12
4,590;2,075;1,113;0,859;100,11;207,52;310,03
4,595;2,271;1,147;0,552;90,51;227,05;312,26
4,600;2,476;1,182;0,278;81,98;247,56;314,48
4,605;2,583;1,221;0,234;80,61;258,30;317,03
4,610;2,559;1,250;0,239;80,76;255,86;318,94
4,615;2,539;1,270;0,273;81,83;253,91;320,21
4,620;2,480;1,289;0,352;84,27;248,05;321,48
4,625;2,417;1,289;0,420;86,40;241,70;321,48
4,630;2,378;1,289;0,483;88,38;237,79;321,48
4,635;2,319;1,289;0,552;90,51;231,93;321,48
4,640;2,275;1,279;0,625;92,80;227,54;320,85
4,645;2,227;1,274;0,693;94,93;222,66;320,53
4,650;2,178;1,270;0,762;97,07;217,77;320,21
4,655;2,134;1,260;0,835;99,35;213,38;319,57
4,660;2,090;1,250;0,913;101,79;208,98;318,94
4,665;2,046;1,250;0,991;104,23;204,59;318,94
4,670;1,997;1,240;1,069;106,66;199,71;318,30
4,675;1,953;1,226;1,152;109,25;195,31;317,35
4,680;1,909;1,221;1,240;112,00;190,92;317,03
4,685;1,865;1,211;1,333;114,89;186,52;316,39
4,690;1,821;1,201;1,431;117,94;182,13;315,76
4,695;1,772;1,191;1,543;121,44;177,25;315,12
4,700;1,729;1,177;1,655;124,94;172,85;314,17
4,705;1,680;1,172;1,772;128,60;167,97;313,85
4,710;1,636;1,157;1,890;132,26;163,57;312,89
4,715;1,587;1,147;2,021;136,37;158,69;312,26
4,720;1,553;1,133;2,144;140,18;155,27;311,30
4,725;1,509;1,123;2,275;144,29;150,88;310,67
4,730;1,470;1,113;2,397;148,10;146,97;310,03
4,735;1,436;1,099;2,524;152,06;143,55;309,08
4,740;1,401;1,089;2,656;156,18;140,14;308,44
4,745;1,367;1,084;2,773;159,83;136,72;308,12
4,750;1,333;1,069;2,891;163,49;133,30;307,17
4,755;1,313;1,060;3,003;166,99;131,35;306,53
4,760;1,284;1,045;3,110;170,34;128,42;305,58
4,765;1,265;1,040;3,203;173,24;126,46;305,26
4,770;1,245;1,030;3,296;176,13;124,51;304,62
4,775;1,226;1,025;3,374;178,57;122,56;304,30
4,780;1,216;1,016;3,447;180,85;121,58;303,67
4,785;1,196;1,016;3,511;182,84;119,63;303,67
4,790;1,187;1,006;3,555;184,21;118,65;303,03
4,795;1,177;1,001;3,599;185,58;117,68;302,71
4,800;1,177;0,996;3,623;186,34;117,68;302,40
4,805;1,172;0,991;3,643;186,95;117,19;302,08
4,810;1,172;0,986;3,657;187,41;117,19;301,76
4,815;1,167;0,986;3,662;187,56;116,70;301,76
4,820;1,167;0,986;3,657;187,41;116,70;301,76
4,825;1,167;0,981;3,657;187,41;116,70;301,44
